dataset_config,split_type,fold,model,training_mode,experiment,accuracy,precision,recall,f1,recall_malignant,auroc,tn,fp,fn,tp,training_time_sec,avg_epoch_time_sec,inference_time_ms_per_image,n_params,model_size_mb,n_train,n_val,n_test,epochs_run,notes
diversity_1p5GB,kfold_patient_wise,0,baseline_cnn,from_scratch,20260704_174603_999730_diversity_1p5GB_kfold_patient_wise_baseline_cnn_scratch_fold0,0.6008064516129032,0.7795100222717148,0.5959183673469388,0.5195303326810177,0.19183673469387755,0.8202618099032442,251,0,198,47,122.81,6.46,0.624,258529,3.19,1914,428,496,19,
