epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch_time_sec
1,0.8098223805427551,0.8680194020271301,0.46339911222457886,0.30140188336372375,0.42513805627822876,1.327258586883545,0.0010000000474974513,39.05395698547363
2,0.8594566583633423,0.9168028831481934,0.3616725504398346,0.30140188336372375,0.3036608099937439,2.1136558055877686,0.0010000000474974513,9.090232610702515
3,0.8683385848999023,0.9267503619194031,0.33166778087615967,0.30140188336372375,0.5905343294143677,1.7813409566879272,0.0010000000474974513,4.217499017715454
4,0.8751305937767029,0.9346233010292053,0.30411502718925476,0.30140188336372375,0.5568691492080688,3.021638870239258,0.0010000000474974513,4.208345651626587
5,0.8840125203132629,0.9432968497276306,0.2879297733306885,0.30140188336372375,0.5136241912841797,2.7124223709106445,0.0010000000474974513,4.348050832748413
6,0.8996865153312683,0.9485788941383362,0.2624278664588928,0.30140188336372375,0.5564802885055542,1.9427582025527954,0.0005000000237487257,5.172333002090454
7,0.8834900856018066,0.9490156173706055,0.2694128453731537,0.5257009267807007,0.5914676189422607,1.1988983154296875,0.0005000000237487257,4.5271806716918945
8,0.9038662314414978,0.956999659538269,0.24013251066207886,0.6822429895401001,0.6811594367027283,1.1641768217086792,0.0005000000237487257,5.191282749176025
9,0.9143155813217163,0.9611542224884033,0.23128651082515717,0.59112149477005,0.6819891333580017,1.7174654006958008,0.0005000000237487257,4.540071964263916
10,0.9117032289505005,0.9642841815948486,0.22045959532260895,0.6658878326416016,0.6575406193733215,1.489719271659851,0.0005000000237487257,4.36189603805542
11,0.9043887257575989,0.9617283940315247,0.23657990992069244,0.5934579372406006,0.7074356079101562,1.5322909355163574,0.0005000000237487257,4.414408445358276
12,0.9169278740882874,0.9706127643585205,0.20750382542610168,0.6028037667274475,0.6681314706802368,2.520378828048706,0.0005000000237487257,4.2573113441467285
13,0.922152578830719,0.9767786860466003,0.18595059216022491,0.5817757248878479,0.6577610969543457,1.717978835105896,0.0002500000118743628,4.160712003707886
14,0.9273772239685059,0.9799120426177979,0.17580366134643555,0.5981308221817017,0.5409114956855774,0.8452522158622742,0.0002500000118743628,4.198472738265991
15,0.9211076498031616,0.9760480523109436,0.18996091187000275,0.5841121673583984,0.5801638960838318,0.9873508810997009,0.0002500000118743628,4.310154438018799
16,0.9252873659133911,0.9788219928741455,0.17431806027889252,0.5327102541923523,0.6224106550216675,1.5790026187896729,0.0002500000118743628,4.106634140014648
17,0.931034505367279,0.9818927049636841,0.16504624485969543,0.5957943797111511,0.6634389758110046,1.5948694944381714,0.0002500000118743628,4.103540897369385
18,0.92476487159729,0.9790699481964111,0.1769789308309555,0.6565420627593994,0.6610795259475708,1.5495525598526,0.0002500000118743628,4.267594814300537
19,0.9346917271614075,0.9812107682228088,0.16655367612838745,0.5607476830482483,0.6271940469741821,1.8270931243896484,0.0001250000059371814,4.148860931396484
