epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch_time_sec
1,0.808080792427063,0.8837494254112244,0.43912941217422485,0.4316770136356354,0.4775720238685608,0.7880373597145081,0.0010000000474974513,36.79846143722534
2,0.857463538646698,0.926133394241333,0.35036033391952515,0.5683229565620422,0.7768800854682922,0.7815627455711365,0.0010000000474974513,3.915698528289795
3,0.8771044015884399,0.9435530304908752,0.30432671308517456,0.5683229565620422,0.8441640138626099,0.6586862206459045,0.0010000000474974513,4.079536199569702
4,0.8838383555412292,0.9425752758979797,0.3045528829097748,0.5031055808067322,0.7537052035331726,0.9282364249229431,0.0010000000474974513,4.008546829223633
5,0.9062850475311279,0.955038845539093,0.2650897800922394,0.43478259444236755,0.9323623180389404,1.1457160711288452,0.0010000000474974513,4.041798830032349
6,0.9034792184829712,0.9578784108161926,0.25625625252723694,0.8260869383811951,0.8478789925575256,0.6176572442054749,0.0010000000474974513,4.125908613204956
7,0.9085297584533691,0.9638417959213257,0.23434868454933167,0.54347825050354,0.9721861481666565,1.3403313159942627,0.0010000000474974513,4.257458925247192
8,0.9085297584533691,0.9616885781288147,0.24349312484264374,0.4378882050514221,0.7035617828369141,1.3406347036361694,0.0010000000474974513,4.203670501708984
9,0.9141414165496826,0.9654749035835266,0.22886714339256287,0.7298136353492737,0.8269253969192505,0.5354296565055847,0.0010000000474974513,4.147075653076172
10,0.9090909361839294,0.9656358361244202,0.22806520760059357,0.49378880858421326,0.644376277923584,2.7219326496124268,0.0010000000474974513,4.085948944091797
11,0.9186307787895203,0.9653210639953613,0.23057673871517181,0.7919254899024963,0.785135805606842,0.5971071720123291,0.0010000000474974513,4.003907680511475
12,0.9270482659339905,0.9733718633651733,0.2006881833076477,0.5279502868652344,0.5826551914215088,3.3532874584198,0.0010000000474974513,3.89737868309021
13,0.9203142523765564,0.9714932441711426,0.20942658185958862,0.48447203636169434,0.5649644136428833,2.957810878753662,0.0010000000474974513,3.9224143028259277
14,0.9298540949821472,0.9744090437889099,0.19174008071422577,0.5745341777801514,0.7935487627983093,1.7896796464920044,0.0005000000237487257,5.046989917755127
15,0.9320987462997437,0.9767167568206787,0.18430325388908386,0.8074533939361572,0.8756142258644104,0.5907776355743408,0.0005000000237487257,3.8036768436431885
