epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,epoch_time_sec,phase,global_epoch
1,0.6560044884681702,0.7171659469604492,0.6297114491462708,0.5093167424201965,0.5946652293205261,0.9078558683395386,9.472469291002199,frozen,1
2,0.7620651125907898,0.8484572172164917,0.479566365480423,0.5527950525283813,0.6731926202774048,0.7854903340339661,6.140317417004553,frozen,2
3,0.8035914897918701,0.8930304050445557,0.41534629464149475,0.5310559272766113,0.6937728524208069,0.9089946150779724,6.09501283300051,frozen,3
4,0.8333333134651184,0.9160702228546143,0.37333521246910095,0.5527950525283813,0.7031882405281067,0.943023681640625,5.841979500000889,frozen,4
5,0.8439955115318298,0.9219319820404053,0.36103555560112,0.590062141418457,0.7196996212005615,0.8414391279220581,5.653967875005037,frozen,5
6,0.8546577095985413,0.9333144426345825,0.3357906937599182,0.5745341777801514,0.7211542129516602,0.9098299145698547,5.992004667001311,frozen,6
1,0.8148148059844971,0.9014345407485962,0.3955000638961792,0.5279502868652344,0.7324173450469971,1.0324102640151978,11.918802166001115,finetune,7
2,0.8552188277244568,0.9400089979171753,0.31336989998817444,0.5310559272766113,0.7382946014404297,1.1056047677993774,7.413007249997463,finetune,8
3,0.8973063826560974,0.9565232992172241,0.2726108431816101,0.6428571343421936,0.7613122463226318,0.7869230508804321,7.4210810829972615,finetune,9
4,0.9107744097709656,0.9753502011299133,0.2135622799396515,0.5962733030319214,0.7523292899131775,1.0471885204315186,7.467564124999626,finetune,10
5,0.9377104640007019,0.985877275466919,0.16900086402893066,0.6211180090904236,0.755159854888916,1.0033743381500244,7.446383125003194,finetune,11
6,0.9523007869720459,0.992144763469696,0.1349450796842575,0.6086956262588501,0.7389236092567444,1.0333657264709473,7.299843042004795,finetune,12
7,0.9635241031646729,0.9941400289535522,0.11575073003768921,0.6614906787872314,0.7422455549240112,0.9526699781417847,7.292647708003642,finetune,13
