dataset_config,model,training_mode,split_type,k_completed,is_complete_5fold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auroc_mean,auroc_std,recall_malignant_mean,recall_malignant_std,training_time_sec_mean,training_time_sec_std,avg_epoch_time_sec_mean,avg_epoch_time_sec_std,inference_time_ms_per_image_mean,inference_time_ms_per_image_std,end_to_end_inference_time_ms_per_image_mean,end_to_end_inference_time_ms_per_image_std,model_only_inference_time_ms_per_image_mean,model_only_inference_time_ms_per_image_std,model_only_inference_time_ms_std_mean,model_only_inference_time_ms_std_std,n_params_mean,n_params_std,n_trainable_params_mean,n_trainable_params_std,model_size_mb_mean,model_size_mb_std
diversity_1p5GB,efficientnetb0,finetuned,kfold_patient_wise,5,True,0.7457123456666851,0.09364082414659271,0.739825115604723,0.09919284299321666,0.7820179617852415,0.21504985554824335,0.7401841168669778,0.12684424387918128,0.8274764269269266,0.10322950608999538,0.7820179617852415,0.21504985554824335,191.75179271660164,68.0892016986011,10.89307668226935,0.755339442740512,10.486648687109119,3.0947390892057256,10.486648687109119,3.0947390892057256,6.834279369977594,0.13746031643969048,0.12005486341964866,0.09485531879758133,4050852.0,0.0,1484641.0,0.0,27.602157592773438,0.0
diversity_1p5GB,efficientnetb0,frozen,kfold_patient_wise,5,True,0.7290328534994738,0.08667223041108865,0.7279664376851631,0.10116540091029196,0.7630496390299579,0.2329165411396019,0.7196969962634372,0.13217746394380378,0.8147892203621133,0.10642571304116127,0.7630496390299579,0.2329165411396019,112.32034536679858,42.31301878226656,10.074529951143106,0.7441575334770052,9.259332606381342,2.4028160370448903,9.259332606381342,2.4028160370448903,6.798905517480307,0.06963109702585672,0.10903752175946044,0.05549077981294478,4050852.0,0.0,1281.0,0.0,16.2753963470459,0.0
diversity_1p5GB,mobilenetv2,finetuned,kfold_patient_wise,5,True,0.6123818565275105,0.07000953577079903,0.6243249233752989,0.13362055999851696,0.6112043070654491,0.1895134384967911,0.5986297571737473,0.10697743048190093,0.6825490017199026,0.08743755472809189,0.6112043070654491,0.1895134384967911,106.553735908198,17.35109541169716,7.641706294155642,0.5330543654773527,7.337012738080029,2.2322543991884176,7.337012738080029,2.2322543991884176,2.738506874993618,0.08494398129269995,0.058600948896723806,0.025009094168208738,2259265.0,0.0,1512001.0,0.0,20.727593421936035,6.610689859628056e-05
diversity_1p5GB,mobilenetv2,frozen,kfold_patient_wise,5,True,0.6185033818943932,0.06606839959478697,0.6264895536368098,0.1215542719906351,0.6157811468933239,0.21522224372125234,0.5999263017703095,0.12225113922513949,0.6718156692901485,0.09244637304718697,0.6157811468933239,0.21522224372125234,60.67126660839858,21.184962787534392,7.090571026877623,0.5823100473511901,6.482387317127563,1.825826284007475,6.482387317127563,1.825826284007475,2.710466769985942,0.04477194416572714,0.09206069783036393,0.07497828924956884,2259265.0,0.0,1281.0,0.0,9.194788932800293,6.610689859628056e-05
