epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch_time_sec
1,0.8080081939697266,0.8763071894645691,0.4364478290081024,0.6288343667984009,0.46718400716781616,0.7446857690811157,0.0010000000474974513,35.66498064994812
2,0.8485626578330994,0.920140266418457,0.34914109110832214,0.3711656332015991,0.5287442207336426,0.7454789280891418,0.0010000000474974513,4.329109191894531
3,0.8557494878768921,0.9273325204849243,0.3387417197227478,0.2822085916996002,0.27272728085517883,1.2538580894470215,0.0010000000474974513,4.427512168884277
4,0.8562628626823425,0.9255494475364685,0.3296701908111572,0.401840478181839,0.3545655608177185,1.7645108699798584,0.0010000000474974513,4.286095142364502
5,0.8680698275566101,0.9305433034896851,0.3275815546512604,0.43251532316207886,0.3741180896759033,1.515768051147461,0.0010000000474974513,4.439316511154175
6,0.8685831427574158,0.9405381083488464,0.2994295656681061,0.3220858871936798,0.3370087146759033,1.6846494674682617,0.0005000000237487257,4.528573274612427
7,0.8819301724433899,0.9544681906700134,0.2646750211715698,0.4110429584980011,0.4248337149620056,1.7679463624954224,0.0005000000237487257,4.573890924453735
8,0.8855236172676086,0.9529529213905334,0.26867836713790894,0.7116564512252808,0.5113888382911682,1.2926958799362183,0.0005000000237487257,4.579904079437256
9,0.8880903720855713,0.9566866755485535,0.2604658305644989,0.43558281660079956,0.44257205724716187,1.8993330001831055,0.0005000000237487257,4.458102226257324
10,0.8947638869285583,0.9620836973190308,0.24518737196922302,0.47546011209487915,0.513848066329956,1.733067274093628,0.0002500000118743628,4.309321641921997
