epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,epoch_time_sec,phase,global_epoch
1,0.7145790457725525,0.7793750762939453,0.5723596215248108,0.4110429584980011,0.398790568113327,0.8492708802223206,17.034952832997078,frozen,1
2,0.8377823233604431,0.9010778665542603,0.42810678482055664,0.43251532316207886,0.41404956579208374,0.9279589653015137,9.57988116699562,frozen,2
3,0.8660164475440979,0.9366203546524048,0.35493046045303345,0.43251532316207886,0.42507559061050415,0.9749880433082581,9.296269666003354,frozen,3
4,0.8814168572425842,0.9454439878463745,0.326129287481308,0.43865031003952026,0.4293287396430969,1.019532322883606,9.312066165999568,frozen,4
5,0.8927104473114014,0.9534043073654175,0.2964036762714386,0.43865031003952026,0.4384801387786865,1.0448026657104492,9.281965582995326,frozen,5
1,0.8336755633354187,0.8976210355758667,0.4323817193508148,0.43558281660079956,0.4180407226085663,0.8965331315994263,20.45679412499885,finetune,6
2,0.8531827330589294,0.9159880876541138,0.38649553060531616,0.42331287264823914,0.43682724237442017,0.972171425819397,10.865008417000354,finetune,7
3,0.8762833476066589,0.9380412101745605,0.3332696557044983,0.42638036608695984,0.4443660378456116,1.0265727043151855,10.822514042003604,finetune,8
4,0.8783367276191711,0.9489386081695557,0.3026675879955292,0.4141104221343994,0.4511792063713074,1.074904203414917,10.883827999998175,finetune,9
5,0.8947638869285583,0.9584788084030151,0.2720675468444824,0.4202454090118408,0.4547671973705292,1.126120924949646,10.79767400000128,finetune,10
