dataset_config,split_type,fold,model,training_mode,experiment,accuracy,precision,recall,f1,recall_malignant,auroc,tn,fp,fn,tp,training_time_sec,avg_epoch_time_sec,inference_time_ms_per_image,n_params,model_size_mb,n_train,n_val,n_test,epochs_run,notes
diversity_1p5GB,kfold_patient_wise,2,baseline_cnn,from_scratch,20260704_174912_458835_diversity_1p5GB_kfold_patient_wise_baseline_cnn_scratch_fold2,0.5310924369747899,0.26554621848739496,0.5,0.3468715697036224,1.0,0.7694750691892381,0,279,0,316,75.67,7.56,0.483,258529,3.19,1913,330,595,10,
