dataset_config,split_type,fold,model,training_mode,accuracy,precision,recall,f1,auroc,recall_malignant,recall_benign,specificity,tn,fp,fn,tp,training_time_sec,avg_epoch_time_sec,inference_time_ms_per_image,model_only_inference_time_ms_per_image,n_params,model_size_mb,epochs_run,experiment,notes
diversity_1p5GB,kfold_patient_wise,0,efficientnetb0,finetuned_regularized,0.6431451612903226,0.8695652173913043,0.32653061224489793,0.47477744807121663,0.7653142531913164,0.32653061224489793,0.952191235059761,0.952191235059761,239,12,165,80,202.157832375,11.891637198529411,6.3136811149155205,7.825299475007341,4050852,26.533710479736328,17,20260705_164046_902786_diversity_1p5GB_kfold_patient_wise_efficientnetb0_finetuned_regularized_fold0,"Optional regularized experiment: mild augmentation, L2 head, limited unfreezing, val_loss early stopping and LR reduction."
diversity_1p5GB,kfold_patient_wise,1,efficientnetb0,finetuned_regularized,0.6389645776566758,0.595,0.6979472140762464,0.6423751686909581,0.6697186093886415,0.6979472140762464,0.5877862595419847,0.5877862595419847,231,162,103,238,222.7689280409977,11.138446402049885,7.600981437326606,6.698042712469032,4050852,26.533729553222656,20,20260705_164418_184187_diversity_1p5GB_kfold_patient_wise_efficientnetb0_finetuned_regularized_fold1,"Optional regularized experiment: mild augmentation, L2 head, limited unfreezing, val_loss early stopping and LR reduction."
diversity_1p5GB,kfold_patient_wise,2,efficientnetb0,finetuned_regularized,0.8453781512605042,0.8093922651933702,0.9272151898734177,0.8643067846607669,0.8978608048636632,0.9272151898734177,0.7526881720430108,0.7526881720430108,210,69,23,293,253.74277670800802,12.6871388354004,9.08542647059007,9.494226037531917,4050852,26.533729553222656,20,20260705_164810_859827_diversity_1p5GB_kfold_patient_wise_efficientnetb0_finetuned_regularized_fold2,"Optional regularized experiment: mild augmentation, L2 head, limited unfreezing, val_loss early stopping and LR reduction."
diversity_1p5GB,kfold_patient_wise,3,efficientnetb0,finetuned_regularized,0.6879432624113475,0.7721518987341772,0.6,0.6752767527675276,0.7511614659155643,0.6,0.7915057915057915,0.7915057915057915,205,54,122,183,110.63392533299339,13.829240666624173,13.540583406030617,6.885868750032387,4050852,26.533729553222656,8,20260705_165235_647445_diversity_1p5GB_kfold_patient_wise_efficientnetb0_finetuned_regularized_fold3,"Optional regularized experiment: mild augmentation, L2 head, limited unfreezing, val_loss early stopping and LR reduction."
diversity_1p5GB,kfold_patient_wise,4,efficientnetb0,finetuned_regularized,0.8017817371937639,0.7193675889328063,0.91,0.8035320088300221,0.93140562248996,0.91,0.714859437751004,0.714859437751004,178,71,18,182,259.0737313329955,12.953686566649775,12.35906820712385,6.934155725048186,4050852,26.533729553222656,20,20260705_165438_531992_diversity_1p5GB_kfold_patient_wise_efficientnetb0_finetuned_regularized_fold4,"Optional regularized experiment: mild augmentation, L2 head, limited unfreezing, val_loss early stopping and LR reduction."
