dataset_config,split_type,model,training_mode,k_completed,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auroc_mean,auroc_std,recall_malignant_mean,recall_malignant_std,recall_benign_mean,recall_benign_std,specificity_mean,specificity_std,training_time_sec_mean,training_time_sec_std,inference_time_ms_per_image_mean,inference_time_ms_per_image_std,model_only_inference_time_ms_per_image_mean,model_only_inference_time_ms_per_image_std
diversity_1p5GB,kfold_patient_wise,efficientnetb0,finetuned_regularized,5,0.7234425779625229,0.09467010743771061,0.7530953940503317,0.10395843674074041,0.6923386032389124,0.24744537529916516,0.6920536326040982,0.15170442528022474,0.803092151169829,0.10880936533574961,0.6923386032389124,0.24744537529916516,0.7598061791803105,0.13198352500446858,0.7598061791803105,0.13198352500446858,209.67543875799893,60.04018827455186,9.779948127197333,3.0838085727952302,7.5675185400177725,1.1619418980403233
