dataset_config,split_type,fold,model,training_mode,experiment,accuracy,precision,recall,f1,recall_malignant,auroc,tn,fp,fn,tp,training_time_sec,avg_epoch_time_sec,inference_time_ms_per_image,n_params,model_size_mb,n_train,n_val,n_test,epochs_run,notes
diversity_1p5GB,kfold_patient_wise,3,baseline_cnn,from_scratch,20260704_175035_602913_diversity_1p5GB_kfold_patient_wise_baseline_cnn_scratch_fold3,0.7358156028368794,0.8145694331857579,0.755446547249826,0.7270627973822245,0.5147540983606558,0.8694727514399646,258,1,148,157,75.68,7.56,0.556,258529,3.19,1948,326,564,10,
